feature,importance_mean,importance_std
mileage_num,3371.293806750812,231.16652771021984
vehicle_age,3034.9862339038696,110.48316821359688
condition,783.8089876330716,95.09159626937306
make,643.4103780518902,69.79691408015162
body_type,534.0369049531457,104.21238140016696
model,493.8235798750555,48.17256707896362
drive_type,184.71494994262775,22.263346057507952
color,111.10071167208498,44.703608198600485
fuel_type,103.30010687193226,12.012384772531258
title_status,-2.681322623828419,0.5759431601864389
transmission,-11.360500669344038,17.71724374418082
