feature,importance_mean,importance_std
vehicle_age,3024.4292092668074,310.3760993925447
mileage_num,2909.509466448242,300.803562215436
model,740.1424428368671,20.929714430633208
body_type,664.4173727393858,35.956598365564645
condition,608.3755983979529,69.24132445958176
make,519.865684014283,27.19257267250861
drive_type,287.49557771668754,25.620534573462514
fuel_type,166.07624270073066,22.57183808801398
color,75.68432688064168,30.346295637965163
transmission,13.703817518248798,4.0841538585233925
title_status,0.4382092457421095,0.13919632473900861
