feature,importance_mean,importance_std
mileage_num,3453.545784354644,126.59198615765176
vehicle_age,2318.5934397015108,87.20546795034201
condition,777.9778180136585,71.82735448878738
body_type,498.4493145196984,55.63089698806351
model,464.83587393283926,57.2171372022643
make,311.4081940333892,29.39382585712892
color,108.81792104597443,32.84839169159141
fuel_type,97.99503395939973,21.361270866909432
drive_type,45.379625687724726,31.75594909291031
title_status,0.09005179282812606,0.031189816509003328
transmission,-6.834927622842952,14.683056753640978
