feature,importance_mean,importance_std
vehicle_age,3473.2871324029657,274.8430765061909
mileage_num,2900.0341855525235,217.25642725622575
make,762.103819694146,75.95478152859803
body_type,540.5531164131535,101.66750392898443
model,457.6409440116519,68.09520647807065
condition,446.0458306071255,69.76153222770579
color,264.3623402378118,119.9510213041752
drive_type,250.32776913281313,73.64630520297624
fuel_type,182.20640039609526,69.39520386080875
title_status,2.999850086863171,0.6402304047057239
transmission,-32.20841656663479,11.070842171762205
