feature,importance_mean,importance_std
mileage_num,4670.507688347017,364.88273578548745
vehicle_age,2295.471295497339,106.04611761903826
condition,1010.4995593173114,116.19964886607536
body_type,630.7917684500175,56.60619763454361
make,424.0241566447732,75.0350003069108
model,373.03163070607604,39.13223711935049
fuel_type,239.9838195402308,26.1143220111541
drive_type,140.7867580733451,25.47270546196528
color,44.08172317261324,162.9791189934467
transmission,17.148414942529236,7.675949306823315
title_status,0.7187034482767558,1.1916553511437187
