feature,importance_mean,importance_std
vehicle_age,2994.426702263891,224.89782645252458
mileage_num,2820.528039135278,293.52831113919007
model,816.0179785431158,105.44331019771973
body_type,729.2367513077254,82.11556620166924
condition,632.0546962580844,53.68652249861539
make,387.28613060265087,39.66832731271309
color,270.94292441644427,53.14407381933967
fuel_type,43.46652477856078,14.64603822546879
title_status,7.5279409939514155,0.3581595677265465
transmission,-12.926451624192305,9.13387682147659
drive_type,-259.0373715321721,72.53493389604323
