feature,importance_mean,importance_std
mileage_num,3627.460449082304,209.51139500866805
vehicle_age,2018.3475888405787,93.27559316934536
condition,810.0960433703658,72.58446730334175
body_type,534.8375778735742,70.8876458394662
model,496.5323001284196,51.23188931082101
make,324.00735984919737,34.27731236917402
fuel_type,111.4477365094177,11.49837493472674
drive_type,106.76288825226129,47.156908320967226
color,80.75364450893248,48.2587366185743
title_status,0.020804154135112184,0.3575089839358198
transmission,-15.560813906107978,8.076820370564386
