feature,importance_mean,importance_std
mileage_num,3352.1097029581533,463.7897230749724
vehicle_age,2627.4826216927218,275.57874411717535
model,1834.36074973545,142.35797727374137
body_type,837.8425860229283,135.87244669207445
condition,731.5847347522852,118.26913386687933
drive_type,313.59877200176396,89.04818081623577
make,218.19289037918878,47.20040951389789
color,199.33514051146403,25.34284954583565
fuel_type,170.00804951899963,13.965348645937228
transmission,37.68805449735491,7.548407847101867
title_status,-4.556362962962703,0.5024415463413014
