feature,importance_mean,importance_std
vehicle_age,2617.8258284992785,400.8938443766307
mileage_num,1823.792162905452,441.39230718528
body_type,685.9560523464455,134.21870021244914
model,506.0054331780537,147.3352581086494
condition,474.5561742236023,76.59508023226063
make,381.6435253278125,92.15130764422979
fuel_type,240.52455900621098,57.686359732987945
color,93.39488923395493,80.76145630984378
drive_type,12.166193326963002,51.85172039427504
title_status,-1.2382057971019094,0.21989160824887466
transmission,-17.381161490683553,21.96629271335485
