feature,importance_mean,importance_std
vehicle_age,3052.724340100169,211.83663566449408
mileage_num,2460.138758602099,195.28561369109636
model,1114.6006634818827,111.9952199119259
body_type,803.8400163643444,88.27975041856256
condition,590.1664679894915,77.48999932685304
make,451.69618457692616,47.158108707592994
drive_type,190.59779138891082,43.15070177113031
fuel_type,165.6570384165936,47.37515055871378
color,145.59931686718173,44.773282129167896
transmission,6.963996932515329,10.846941714168743
title_status,-1.0792842535789533,0.8820601968257683
