feature,importance_mean,importance_std
vehicle_age,3578.459920724269,130.284704772051
mileage_num,3224.8512047581253,244.6988176273035
body_type,849.3407297757124,119.24122777116247
model,849.1169165067901,77.86416057915474
condition,635.6866106759287,48.086670669752046
make,408.04359726805126,63.899569193442545
drive_type,205.64281855991356,46.03901173030911
color,151.8238604380198,33.2913777822451
fuel_type,103.76389261969526,35.94934671283612
transmission,39.86228558871426,22.30313308493307
title_status,2.0624319342065065,0.3628910194624691
