feature,importance_mean,importance_std
vehicle_age,2648.7973021675652,198.79597114744368
mileage_num,2091.780034366577,409.8278971814607
condition,644.0939126796945,88.12120416570366
make,561.3258774707995,51.42625676260938
body_type,534.6941007131625,41.21515318253639
model,481.9178408018864,47.93893161596415
drive_type,171.6695341419585,13.860882494810273
fuel_type,86.24038757861581,19.55333849333654
title_status,0.004709119496510539,0.40596657344240233
transmission,-16.383851808176406,6.609459267788833
color,-108.27189083557968,163.1524389284609
