feature,importance_mean,importance_std
vehicle_age,3201.1342887685423,185.0313752189355
mileage_num,2821.140571706764,314.39391189864455
model,816.8292655138168,33.96945665451156
body_type,721.0788050845455,126.99033386880623
condition,569.7277906387723,36.32904037335855
make,427.40479418735833,48.40036030455288
color,136.5370906626302,7.9708276226163095
fuel_type,76.00451329956722,26.348345593818646
transmission,14.961194335319306,7.832738809551359
drive_type,14.589106427865772,52.31716959698958
title_status,4.991937891387716,2.1691597417918063
