feature,importance_mean,importance_std
vehicle_age,2598.045782949491,360.2501140597107
mileage_num,1435.9293199389363,408.0999217915336
condition,605.2355779536629,79.45390505636371
make,566.4875621310491,27.746379287086953
body_type,526.3623806331027,85.01660142616682
model,454.8118386005679,80.89070949943189
drive_type,132.42780997214504,81.12288683024154
fuel_type,124.94755066119924,26.08599817393959
color,29.022008239262505,30.426217269580384
title_status,-1.0337468580259155,0.44542709029465444
transmission,-11.986293105542426,4.3323988602350765
