feature,importance_mean,importance_std
mileage_num,3096.5839098639453,332.0133806604486
vehicle_age,2790.537022675736,246.3734017870367
condition,782.1647033058832,65.04687856025672
model,693.0194944205739,35.45005562351698
body_type,621.1115774257066,114.22011620365544
make,470.41085958944893,30.583262530131602
drive_type,179.43734753550453,21.489839886071465
color,102.36902652464451,27.558430846834973
fuel_type,79.40357841031073,17.83814366476905
title_status,0.041616541352777855,0.13765884908490797
transmission,-18.163724310777617,14.598931840869556
