feature,importance_mean,importance_std
vehicle_age,3006.21297857196,135.23136451908667
mileage_num,2696.1808431170043,162.10741886677286
model,846.6562555989725,27.07939432726468
body_type,764.5109351686706,52.414994207009904
condition,506.1781819505033,53.14684202727231
make,388.2328286231406,59.01877075028201
color,153.68386002367077,20.153127392234467
fuel_type,92.76927925305135,21.23336564487763
title_status,1.23328762541787,0.06850485401306086
drive_type,-0.15819889883186988,15.192863096661993
transmission,-0.4876217264483785,4.911230479620161
