feature,importance_mean,importance_std
miles_per_year,3401.554412600468,485.6676503456062
year_num,1452.0473826992288,485.3995254833696
mileage_num,990.1658082223905,365.51357476041807
drive_type,562.2255847893609,116.76237932291046
color,433.7499540706971,229.02761697634276
body_type,108.8587622903411,66.80279471715943
make,59.792527472527766,56.50342229199341
vehicle_age,53.57244897959227,29.260366925392702
condition,44.11422815279948,26.409169453841404
transmission,0.0,0.0
model,0.0,0.0
title_status,0.0,0.0
fuel_type,0.0,0.0
