feature,importance_mean,importance_std
mileage_num,4648.121450126654,724.9958848696892
vehicle_age,2593.972276582785,378.686106050054
body_type,776.4005585232778,150.16174493146593
model,632.1267757108113,330.07476661815673
make,628.0028717090223,114.58582185775045
fuel_type,312.7106702366662,62.820181500401354
transmission,258.9073335813144,43.296332079047176
condition,148.00442647816652,219.62408919468697
title_status,0.0,0.0
drive_type,-94.94722957174163,170.6088374314107
color,-120.25871607022854,65.59513117233534
