feature,importance_mean,importance_std
mileage_num,3308.8841971389375,155.19906177247802
vehicle_age,2847.2589941864258,259.1661572263736
condition,775.4122188418575,76.42893773645885
body_type,611.8840080508195,67.72089059294844
model,595.188125171467,80.27664861169795
make,542.2412792801618,64.09495135418106
color,167.10352201319475,39.77649415303531
drive_type,133.10768291527856,32.8341739780179
fuel_type,90.74618636096348,11.743713389780375
title_status,0.016213991769836865,0.1048381382986087
transmission,-34.77599519890282,26.110339983807826
