feature,importance_mean,importance_std
vehicle_age,2438.730033385547,357.5237172208355
mileage_num,1198.5065200153163,117.34232228554302
model,1033.3081811751597,74.17556902343638
body_type,547.2668353835977,98.19093274980112
condition,530.6624407233363,80.83883462622829
make,461.0180929754944,68.046146263186
drive_type,235.6326214633804,55.354129745630324
fuel_type,112.4380198273464,73.70522691190902
color,93.36482531328329,45.26264122211313
transmission,49.66521965329976,6.114175715464705
title_status,1.6824649122803748,1.168709931624724
