feature,importance_mean,importance_std
vehicle_age,4646.804924449039,148.62095570269287
mileage_num,4195.543362318587,219.79495833006487
body_type,751.9028749350606,74.70110683413742
model,729.2653889716934,54.216757468535015
make,710.4300282125278,75.57810126926287
condition,539.4077334146157,45.464770947634065
color,293.47794052491247,48.971399153170125
drive_type,186.24732390929293,30.50742083197062
fuel_type,133.3502072205175,24.79695376033985
transmission,61.67764381388069,39.65444480739571
title_status,1.2897321624906,0.1451255710326309
