feature,importance_mean,importance_std
vehicle_age,2994.979675649741,211.58595820442497
mileage_num,2183.127640335656,353.9573623242098
model,1064.114821949656,66.06632786780806
body_type,838.4954170025724,113.38105658721999
condition,584.6103118766716,47.06912561251642
make,426.0438873305064,77.52892321936118
drive_type,178.20676156419978,37.952705436951405
fuel_type,150.12951685695754,21.03609853773905
color,117.84519752664546,25.696367552871603
transmission,19.183279727095577,4.123982575161517
title_status,-0.4053255360613548,1.2644720239963811
